"","Finance Code","Sq. Ft.","Sales Price","DOM","Street #","Street Name","Closed Date","address"
"1756","Cash Sale",700,33000,18,"20206","PRAIRIE",2023-05-19,"20206 PRAIRIE"
"1757","Cash Sale",911,33000,94,"7619","STOUT",2023-05-19,"7619 STOUT"
"1758","Cash Sale",1386,35000,0,"14849","LESURE",2023-05-19,"14849 LESURE"
"1759","Cash Sale",1142,36000,96,"18247","GRAYFIELD",2023-05-19,"18247 GRAYFIELD"
"1760","Cash Sale",1500,37000,196,"15863","LA SALLE",2023-05-19,"15863 LA SALLE"
"1761","Cash Sale",968,38000,96,"18919","RIVERVIEW",2023-05-19,"18919 RIVERVIEW"
"1762","Cash Sale",759,39000,5,"7636","ROCKDALE",2023-05-19,"7636 ROCKDALE"
"1763","Cash Sale",864,40000,0,"11284","Lakepointe",2023-05-19,"11284 Lakepointe"
"1764","Cash Sale",993,42000,29,"9220","MANSFIELD",2023-05-19,"9220 MANSFIELD"
"1765","Cash Sale",809,53000,3,"8110","OHIO",2023-05-19,"8110 OHIO"
"1766","Cash Sale",1058,55000,16,"16839","FORRER",2023-05-19,"16839 FORRER"
"1767","Cash Sale",1108,60000,83,"18700","GRIGGS",2023-05-19,"18700 GRIGGS"
"1768","CONV Sale",1094,76000,3,"11432","STOCKWELL",2023-05-19,"11432 STOCKWELL"
"1769","CONV Sale",819,85000,97,"8681","FARMBROOK",2023-05-19,"8681 FARMBROOK"
"1770","CONV Sale",1161,112000,8,"12643","Riad",2023-05-19,"12643 Riad"
"1771","FHA Sale",1052,120000,80,"20401","Stansbury",2023-05-19,"20401 Stansbury"
"1772","Cash Sale",1335,130000,32,"19320","OHIO",2023-05-19,"19320 OHIO"
"1773","CONV Sale",1000,140000,7,"16234","Monica",2023-05-19,"16234 Monica"
"1774","CONV Sale",936,149900,15,"19965","EVERGREEN",2023-05-19,"19965 EVERGREEN"
"1775","CONV Sale",1838,170000,7,"2506","EDISON",2023-05-19,"2506 EDISON"
"1776","VA Sale",1384,174200,14,"14931","PIEDMONT",2023-05-19,"14931 PIEDMONT"
"1777","Cash Sale",2986,185000,64,"240","CHANDLER",2023-05-19,"240 CHANDLER"
"1778","FHA Sale",1700,185000,53,"16570","WISCONSIN",2023-05-19,"16570 WISCONSIN"
"1779","FHA Sale",1803,199900,20,"3650","Outer",2023-05-19,"3650 Outer"
"1780","FHA Sale",1248,229000,5,"20181","Warrington",2023-05-19,"20181 Warrington"
"1781","CONV Sale",1419,239500,7,"18920","SANTA ROSA",2023-05-19,"18920 SANTA ROSA"
"1782","FHA Sale",2504,250000,26,"2220","OAKMAN",2023-05-19,"2220 OAKMAN"
"1783","CONV Sale",2400,275000,27,"4325","FULLERTON",2023-05-19,"4325 FULLERTON"
"1784","Contract",1026,110000,37,"6402","PENROD",2023-05-20,"6402 PENROD"
"1785","Cash Sale",1442,10000,164,"14481","Alma",2023-05-22,"14481 Alma"
"1786","Cash Sale",900,55000,213,"15864","Fielding",2023-05-22,"15864 Fielding"
"1787","Contract",960,65000,228,"3053","TILLMAN",2023-05-22,"3053 TILLMAN"
"1788","Cash Sale",1100,69000,213,"18962","Ferguson",2023-05-22,"18962 Ferguson"
"1789","Cash Sale",1200,69000,213,"18300","Ferguson",2023-05-22,"18300 Ferguson"
"1790","Contract",1300,69900,17,"2169","ALGONQUIN",2023-05-22,"2169 ALGONQUIN"
"1791","Cash Sale",1646,75000,13,"19143","MENDOTA",2023-05-22,"19143 MENDOTA"
"1792","CONV Sale",831,77000,4,"8862","TERRY",2023-05-22,"8862 TERRY"
"1793","CONV Sale",928,79900,17,"14360","CHAPEL",2023-05-22,"14360 CHAPEL"
"1794","Cash Sale",1638,90000,163,"19178","SAN JUAN",2023-05-22,"19178 SAN JUAN"
"1795","CONV Sale",1460,105000,11,"18947","CHERRYLAWN",2023-05-22,"18947 CHERRYLAWN"
"1796","FHA Sale",1293,163000,8,"4995","HILLCREST ST",2023-05-22,"4995 HILLCREST ST"
"1797","VA Sale",1732,172500,31,"5783","COURVILLE",2023-05-22,"5783 COURVILLE"
"1798","CONV Sale",1526,275000,171,"2213","Vermont",2023-05-22,"2213 Vermont"
"1799","Cash Sale",1680,3e+05,19,"991","EUCLID",2023-05-22,"991 EUCLID"
"1800","Cash Sale",2751,28500,61,"3538","Oakman",2023-05-23,"3538 Oakman"
"1801","Cash Sale",1000,32500,23,"8285","GREENVIEW",2023-05-23,"8285 GREENVIEW"
"1802","Cash Sale",778,35000,7,"18714","SUNDERLAND",2023-05-23,"18714 SUNDERLAND"
"1803","Cash Sale",879,35000,69,"9694","OTSEGO",2023-05-23,"9694 OTSEGO"
"1804","Cash Sale",1100,37000,67,"19436","STOTTER",2023-05-23,"19436 STOTTER"
"1805","Cash Sale",591,37500,156,"18084","JUSTINE",2023-05-23,"18084 JUSTINE"
"1806","Cash Sale",728,44500,96,"18251","RUTHERFORD",2023-05-23,"18251 RUTHERFORD"
"1807","CONV Sale",926,49900,19,"18910","SAINT MARYS",2023-05-23,"18910 SAINT MARYS"
"1808","Cash Sale",1186,53000,6,"15867","MANSFIELD",2023-05-23,"15867 MANSFIELD"
"1809","Cash Sale",1091,59000,14,"20413","GRANDVIEW",2023-05-23,"20413 GRANDVIEW"
"1810","CONV Sale",720,76000,4,"16514","WOODBINE",2023-05-23,"16514 WOODBINE"
"1811","FHA Sale",1008,82000,14,"16281","STATE FAIR",2023-05-23,"16281 STATE FAIR"
"1812","Cash Sale",1804,90000,158,"19961","FORRER",2023-05-23,"19961 FORRER"
"1813","CONV Sale",1611,96000,6,"12636","WILSHIRE",2023-05-23,"12636 WILSHIRE"
"1814","FHA Sale",1150,110000,29,"17303","MANSFIELD",2023-05-23,"17303 MANSFIELD"
"1815","Cash Sale",1238,120000,14,"5580","COURVILLE",2023-05-23,"5580 COURVILLE"
"1816","CONV Sale",1092,125000,6,"8035","CHATHAM",2023-05-23,"8035 CHATHAM"
"1817","FHA Sale",1190,125000,13,"4422","LAKEPOINTE",2023-05-23,"4422 LAKEPOINTE"
"1818","Cash Sale",899,19000,5,"18188","CARDONI",2023-05-24,"18188 CARDONI"
"1819","Cash Sale",1000,23800,12,"18936","GREELEY",2023-05-24,"18936 GREELEY"
"1820","Cash Sale",833,25000,250,"19782","ASBURY",2023-05-24,"19782 ASBURY"
"1821","Cash Sale",898,27000,69,"4869","COOPER",2023-05-24,"4869 COOPER"
"1822","Cash Sale",1276,29000,35,"19245","HOYT",2023-05-24,"19245 HOYT"
"1823","Cash Sale",1406,35000,63,"5424","MCCLELLAN",2023-05-24,"5424 MCCLELLAN"
"1824","FHA Sale",714,45000,48,"19990","EXETER",2023-05-24,"19990 EXETER"
"1825","Cash Sale",1124,49000,17,"20217","FAIRPORT",2023-05-24,"20217 FAIRPORT"
"1826","Cash Sale",1398,55000,117,"17300","Griggs",2023-05-24,"17300 Griggs"
"1827","Cash Sale",880,62000,98,"18278","MANOR",2023-05-24,"18278 MANOR"
"1828","Cash Sale",941,66000,3,"18430","ASHTON",2023-05-24,"18430 ASHTON"
"1829","FHA Sale",1250,95000,39,"15069","HARTWELL",2023-05-24,"15069 HARTWELL"
"1830","VA Sale",2132,282000,43,"1915","GLYNN",2023-05-24,"1915 GLYNN"
"1831","Cash Sale",1464,50000,12,"16816","INVERNESS",2023-05-25,"16816 INVERNESS"
"1832","Cash Sale",1320,52250,4,"15501","BRINGARD",2023-05-25,"15501 BRINGARD"
"1833","Cash Sale",870,57000,7,"10015","MARLOWE",2023-05-25,"10015 MARLOWE"
"1834","CONV Sale",1200,60000,0,"7738","SMART",2023-05-25,"7738 SMART"
"1835","Cash Sale",1400,72000,20,"15323","EVERGREEN",2023-05-25,"15323 EVERGREEN"
"1836","FHA Sale",912,75000,14,"15865","WINTHROP",2023-05-25,"15865 WINTHROP"
"1837","CONV Sale",1606,77500,37,"13944","MANSFIELD",2023-05-25,"13944 MANSFIELD"
"1838","CONV Sale",949,78000,9,"16509","SAINT MARYS",2023-05-25,"16509 SAINT MARYS"
"1839","CONV Sale",798,80000,20,"12014","HARTWELL",2023-05-25,"12014 HARTWELL"
"1840","CONV Sale",1296,85000,18,"13522","GLASTONBURY",2023-05-25,"13522 GLASTONBURY"
"1841","FHA Sale",1263,96000,20,"6533","ARTESIAN",2023-05-25,"6533 ARTESIAN"
"1842","Cash Sale",1403,109000,5,"447","ASHLAND",2023-05-25,"447 ASHLAND"
"1843","CONV Sale",908,117000,3,"19320","RIVERVIEW",2023-05-25,"19320 RIVERVIEW"
"1844","FHA Sale",1314,119999,108,"15763","BILTMORE",2023-05-25,"15763 BILTMORE"
"1845","FHA Sale",1400,125000,24,"11592","ROXBURY",2023-05-25,"11592 ROXBURY"
"1846","CONV Sale",1090,128000,4,"12886","MEMORIAL",2023-05-25,"12886 MEMORIAL"
"1847","CONV Sale",1790,190000,4,"18293","SORRENTO",2023-05-25,"18293 SORRENTO"
"1848","CONV Sale",1655,215000,3,"19367","Santa Rosa",2023-05-25,"19367 Santa Rosa"
"1849","CONV Sale",2119,220000,77,"9550","OUTER",2023-05-25,"9550 OUTER"
"1850","Cash Sale",1196,35000,7,"11409","WAYBURN",2023-05-26,"11409 WAYBURN"
"1851","Cash Sale",892,38100,23,"19970","KEYSTONE",2023-05-26,"19970 KEYSTONE"
"1852","Cash Sale",915,39000,51,"15334","CHAPEL",2023-05-26,"15334 CHAPEL"
"1853","Cash Sale",955,45000,93,"21505","BENNETT",2023-05-26,"21505 BENNETT"
"1854","Cash Sale",1183,48500,24,"11285","COURVILLE",2023-05-26,"11285 COURVILLE"
"1855","Cash Sale",1702,50000,1,"2147","Hale",2023-05-26,"2147 Hale"
"1856","Cash Sale",840,55501,4,"20020","CHAREST",2023-05-26,"20020 CHAREST"
"1857","Cash Sale",872,57000,6,"16035","STATE FAIR",2023-05-26,"16035 STATE FAIR"
"1858","Cash Sale",1369,57000,14,"16138","GREENLAWN",2023-05-26,"16138 GREENLAWN"
"1859","Cash Sale",784,57500,16,"16752","ASBURY PARK",2023-05-26,"16752 ASBURY PARK"
"1860","Contract",1536,59900,5,"19410","REVERE",2023-05-26,"19410 REVERE"
"1861","FHA Sale",1403,65500,51,"15242","E State Fair St",2023-05-26,"15242 E State Fair St"
"1862","FHA Sale",1058,72000,11,"20060","BILTMORE",2023-05-26,"20060 BILTMORE"
"1863","CONV Sale",1496,73100,83,"15871","WISCONSIN",2023-05-26,"15871 WISCONSIN"
"1864","Cash Sale",1366,75000,40,"2927","SEYBURN",2023-05-26,"2927 SEYBURN"
"1865","FHA Sale",1472,78000,0,"6108","HARTFORD",2023-05-26,"6108 HARTFORD"
"1866","Cash Sale",1056,85000,3,"8060","CHEYENNE",2023-05-26,"8060 CHEYENNE"
"1867","Cash Sale",1620,120000,7,"13492","BUFFALO",2023-05-26,"13492 BUFFALO"
"1868","CONV Sale",1488,129000,5,"16134","Trinity",2023-05-26,"16134 Trinity"
"1869","CONV Sale",1200,143000,12,"12834","GRAYFIELD",2023-05-26,"12834 GRAYFIELD"
"1870","Cash Sale",1397,150000,27,"1124","Hibbard",2023-05-26,"1124 Hibbard"
"1871","CONV Sale",1445,185000,7,"19999","KENTUCKY",2023-05-26,"19999 KENTUCKY"
"1872","CONV Sale",1638,220000,9,"18918","WOODINGHAM",2023-05-26,"18918 WOODINGHAM"
"1873","CONV Sale",3470,410000,24,"139","VIRGINIA PARK",2023-05-26,"139 VIRGINIA PARK"
"1874","CONV Sale",3116,475000,6,"18420","Wildemere",2023-05-26,"18420 Wildemere"
"1875","Cash Sale",762,61500,2,"7409","GRANDVILLE",2023-05-29,"7409 GRANDVILLE"
"1876","Cash Sale",886,23000,5,"1990","MCLEAN",2023-05-30,"1990 MCLEAN"
"1877","Cash Sale",961,25000,87,"5243","MARSEILLES",2023-05-30,"5243 MARSEILLES"
"1878","Cash Sale",1142,26501,30,"13147","KILBOURNE",2023-05-30,"13147 KILBOURNE"
"1879","Cash Sale",1142,30000,34,"1331","PATRICIA",2023-05-30,"1331 PATRICIA"
"1880","Cash Sale",732,30000,37,"19754","ROSEMONT",2023-05-30,"19754 ROSEMONT"
"1881","Cash Sale",1020,30100,53,"15479","NORTHLAWN",2023-05-30,"15479 NORTHLAWN"
"1882","Cash Sale",1500,55000,24,"15105","PINEHURST",2023-05-30,"15105 PINEHURST"
"1883","CONV Sale",1694,65000,16,"13544","MONICA",2023-05-30,"13544 MONICA"
